Empresa;Filial;Cód. Contrato;Nº Contrato;Ativo;Adm.;Público;ANS/IMR;Crítico;Nível Crit.;Nome Fantasia;UF Cli.;Cód. Cliente;Nome Cliente;Data Início;Data Término;Classif. C. Custo;Consultor;Pregão;Serv. Prestado;Valor Mensal
1;7;3454;Cto: 014/2018;A;N;S;;N;;IEN/RJ - CTO 014/2018 - JARDINAGEM;BA;2954;COMISSÃO NACIONAL DE ENERGIA NUCLEAR - CNEN;01/08/2018;01/08/2022;10767003;Michele Klug Mendes;PE 11/2018;Jardinagem;36587,28
1;7;5192;Cto: 061/2020;A;N;N;;;;GLP CAMPO GRANDE;RJ;2466;ASSOCIAÇÃO DA INSTITUIDORA E DOS LOCATÁRIOS DO GLP CAMPO GRANDE;01/11/2020;31/10/2025;10710413;Karine Teixeira;;Limpeza;15108
1;7;5194;Cto: 063/2020;A;N;N;;;;GLP DUQUE DE CAXIAS;RJ;2468;ASSOCIAÇÃO DA INSTITUIDORA E DOS LOCATÁRIOS DO GLP DUQUE DE CAXIAS I;01/11/2020;31/10/2025;10710415;Karine Teixeira;;Limpeza;13303
1;7;4100;CTO: 42/2019;A;N;S;;;;FIOCRUZ/RJ - CTO 42/2019 - TELEFONIA;RJ;3054;FUNDAÇÃO OSWALDO CRUZ;02/12/2019;02/12/2021;10721006;Michele Klug Mendes;PE 09/2019;Telefonia;140210,8
1;7;3607;Cto: 133/2018;A;N;S;;N;;TRE/RJ - CTO 133/2018 - SUPERVISOR DE TRÁFEGO;RJ;749;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;03/12/2018;02/12/2021;10707006;Michele Klug Mendes;PE 83/2018;Mão de Obra;15509,12
1;7;3925;Cto: 040/2019;A;N;N;N;N;;PANPHARMA RJ;MT;1943;PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA;19/08/2019;18/08/2024;10710395;Leticia Azevedo Da Silva;;Limpeza;31000
1;7;3369;Cto: 063/2018;I;N;N;N;N;;KINCAID;SC;1988;KINCAID MENDES VIANNA ADVOGADOS;11/06/2018;18/06/2020;10710382;Karine Teixeira;;Limpeza;29882,1
1;7;3473;Cto: 9055/2018;A;N;S;;N;;CEF RJ;RJ;3024;CAIXA ECONOMICA FEDERAL RJ;13/08/2018;12/08/2022;10705001;Guidali Siqueira;PE 26 2018;Mão de Obra;1296272,74
1;7;4952;Cto: 025/2020;A;N;N;N;;;BRASIL BROKERS - BASIMOVEL CONSULTORIA IMOBILIARIA LTDA;RJ;2435;BR BROKERS - BASIMOVEL CONSULTORIA IMOBILIARIA LTDA;04/06/2020;03/06/2025;10710407;Karine Teixeira;;Limpeza;12805,74
1;7;5380;Cto: 003/2021;A;N;N;;;;REC 844 EMPREENDIMENTOS E PARTICIPAÇÕES S.A. GLP;RJ;2511;REC 844 EMPREENDIMENTOS E PARTICIPAÇÕES;16/01/2021;15/01/2026;10710419;Karine Teixeira;;;5776,46
1;6;46;CTO 0564/09;I;N;S;;N;;BANCO DO BRASIL DF (ANTIGA NOSSA CAIXA);DF;1256;BANCO DO BRASIL S.A.;01/04/2009;31/03/2011;10826001;;;Limpeza;
1;6;229;142/2007;I;N;S;;N;;TRT 10 REGIÃO/DF;DF;685;TRIBUNAL REGIONAL DO TRABALHO DA DÉCIMA REGIÃO;10/12/2007;09/12/2009;10803001;;;Limpeza;
1;6;207;CTO 53/2009;I;N;S;;N;;AGU DF;DF;999;ADVOCACIA GERAL DA UNIÃO EM BRASÍLIA DF;22/06/2009;21/06/2014;10827001;Ana Paula Linhares De Oliveira;;Jardinagem;
1;6;663;Cto 04/2010;I;N;S;;N;;ICMBIO DF;SP;1292;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERISDADE - UAAF/PIRASSUNUNGA;05/03/2010;04/11/2013;10834001;Guidali Siqueira;;Limpeza Jardinagem;
1;6;652;201.074.180.025;I;N;S;;N;;BANCO DO BRASIL DF;DF;1253;BANCO DO BRASIL S.A;10/02/2010;13/11/2014;10804001;Anna Paula Mendonca;;Mão de Obra;0,01
1;6;271;CTO 13/2007;I;N;S;;N;;POLÍCIA FEDERAL DF;DF;586;SUPERINTENDÊNCIA REGIONAL DO DEPARTAMENTO DE POLÍCIA FEDERAL NO DISTRITO FEDERAL;02/04/2007;30/04/2011;10816001;;;Limpeza;
1;6;5116;Cto: 037/2020;A;N;N;;N;;BANCO VOTORANTIM S.A - DF;SP;1969;BANCO VOTORANTIM S.A;01/08/2020;31/07/2025;10810366;Karine Teixeira;;Limpeza;4446,8
1;6;998;CTO 001-2011-DF;I;N;N;;N;;AIR BP BRASIL;DF;1450;AIR BP BRASIL LTDA;02/03/2011;24/06/2013;10810381;;;Limpeza Conservação;3335,67
1;6;1078;201.174.183.084;I;N;S;;N;;BANCO DO BRASIL DF;DF;1253;BANCO DO BRASIL S.A;04/07/2011;13/07/2017;10804002;;;Limpeza;
1;6;1299;Cto:  001/2012 - SC;A;N;N;N;N;;BANCO PANAMERICANO - DISTRITO FEDERAL;SP;1572;BANCO PAN S.A.;01/04/2012;06/08/2021;10810002;Leticia Azevedo Da Silva;;Limpeza;4694,18
1;6;1227;set/12;I;N;S;;N;;Ministério do Meio Ambiente MMA DF;DF;1931;MINISTÉRIO DO MEIO AMBIENTE;27/02/2012;09/02/2015;10836001;Jiziela Mari Forte;;Mão de Obra;
1;6;1419;CTO 006/2012-SP;I;N;N;;N;;BRASPRESS - DISTRITO FEDERAL;PR;1551;BRASPRESS TRANSPORTES URGENTES LTDA;19/07/2012;09/04/2013;10810003;;;Limpeza Conservação;
1;6;1480;001/2010-DF;I;N;N;;N;;CABANELLOS ADVOGADOS - DF;RS;1422;CABANELLOS SCHUH ADVOGADOS ASSOCIADOS;22/10/2012;27/08/2015;10810199;Priscila Dos Santos Antunes Vieira;;Recepção;
1;6;1597;008/2012-RS;I;N;N;;N;;EMBRATEC - DISTRITO FEDERAL;RS;1555;EMPRESA BRASILEIRA DE TECNOLOGIA E ADMINISTRAÇÃO DE CONVÊNIOS HAAG S/A;08/02/2013;11/07/2014;10810025;Aline Braga Lima;;Mão de Obra;
1;6;1563;46/2012;I;N;S;;N;;TCU - Brasília;DF;595;TRIBUNAL DE CONTAS DA UNIAO;17/12/2012;16/12/2017;10835002;Ana Paula Trupel;48/2012;Mão de Obra;
1;6;1678;50/2013;I;N;S;;N;;Tribunal Superior Eleitoral - DF;DF;2528;TRIBUNAL SUPERIOR ELEITORAL - DF;01/07/2013;10/11/2013;10818001;Ana Paula Linhares De Oliveira;59/2011;;
1;6;1793;74/2013;I;N;S;;N;;Tribunal Superior Eleitoral - DF;DF;2528;TRIBUNAL SUPERIOR ELEITORAL - DF;11/11/2013;11/01/2015;10818001;Jiziela Mari Forte;PRE 65/2013;Mão de Obra;
1;6;1748;201.374.183.749;I;N;S;;N;;BANCO DO BRASIL DF - 2013.7418.3749;DF;2549;BANCO DO BRASIL DF;23/09/2013;01/09/2016;10804003;Ana Paula Linhares De Oliveira;PRE 2011/17444(7418);Condução de Veículos;
1;6;1921;Cto: 004/2014-SP;I;N;N;N;N;;AIR LIQUIDE - DISTRITO FEDERAL;SP;1626;AIR LIQUIDE BRASIL LTDA;04/08/2014;18/09/2020;10810313;Vanessa Maurer Martini Rodel Souza;;Limpeza;4094,32
1;6;1899;42/2014;I;N;S;;N;;AGU DF;DF;999;ADVOCACIA GERAL DA UNIÃO EM BRASÍLIA DF;22/06/2014;05/02/2019;10827001;Marcos Douglas Correa;21/2014;Limpeza Conservação;
1;6;2004;030/2014;I;N;N;;N;;AIR LIQUIDE CONFERENTES - DF;SP;1626;AIR LIQUIDE BRASIL LTDA;01/11/2014;07/02/2016;10810314;Priscila Dos Santos Antunes Vieira;;Mão de Obra;
1;6;2057;mar/15;I;N;S;;N;;MINISTÉRIO DO MEIO AMBIENTE MMA DF;DF;1931;MINISTÉRIO DO MEIO AMBIENTE;10/02/2015;10/02/2019;10836002;Marcos Douglas Correa;PE 07.2014;Mão de Obra;
1;6;2058;Cto: 04/2015;I;N;S;;N;;MRE - DIVISAO SERVICOS GERAIS;DF;2681;MINISTERIO DAS RELACOES EXTERIORES;21/01/2015;20/01/2020;10819001;Jessica Menendez;45/2014;Mão de Obra;107147,36
1;6;2144;Cto: 004/2015;I;N;S;;N;;FUNDACENTRO DF;SP;2713;FUNDACENTRO - FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEGURANÇA E MEDICINA DO TRABALHO;12/05/2015;31/10/2019;10817001;Guidali Siqueira;set/15;Mão de Obra Copa Recepção;5389,03
1;6;2374;Cto: 10/2016;I;N;S;;N;;TRIBUNAL SUPERIOR ELEITORAL - DF;DF;2528;TRIBUNAL SUPERIOR ELEITORAL - DF;11/02/2016;14/10/2019;10818002;Fernanda Maria Francisco;66/2015;Mão de Obra;191520,58
1;6;2820;Cto: 022/2017;I;N;N;N;N;;AIR LIQUIDE - DF;SP;1626;AIR LIQUIDE BRASIL LTDA;10/04/2017;18/09/2020;10810364;Vanessa Maurer Martini Rodel Souza;;Limpeza Recepção;20545,73
1;6;2980;Cto: 15/2017;A;N;S;;N;;ARQUIVO NACIONAL/DF - CTO 15/2017;DF;2968;ARQUIVO NACIONAL;24/07/2017;24/07/2022;10828001;Fernanda Maria Francisco;PE 03/2017;Mão de Obra;8153,84
1;6;2450;Cto: 017/2016;A;N;N;N;N;;GOL - DF;DF;2818;GOL LINHAS AEREAS SA;20/06/2016;06/08/2022;10810359;Aline Leva De Freitas;;Limpeza;18087,44
1;6;3272;005/SG/MPDFT/2018;A;N;S;;N;;MPDFT - MINISTÉRIO PÚBLICO DO DISTRITO FEDERAL E TERRITÓRIOS - REEMBOLSO;DF;3005;MINISTÉRIO PÚBLICO DO DISTRITO FEDERAL E TERRITÓRIOS;01/02/2018;31/01/2022;10831001;Jessica Menendez;20/2017;Mão de Obra;568
1;6;3281;Cto: 2018.7421.0565;A;N;S;;N;;BANCO DO BRASIL DF;DF;1253;BANCO DO BRASIL S.A;29/05/2018;29/11/2021;10804002;Liana Souza;PE 2017-02428;Limpeza;110770,17
1;6;2856;Cto: 22/2017;A;N;S;S;N;;CASAI - Casa de Saúde do Índio;DF;2949;MINISTÉRIO DA SAÚDE - SECRETARIA EXECUTIVA - SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS - CASAI/DF;11/04/2017;10/04/2022;10825001;Jessica Menendez;34/2016;Limpeza;87407,26
1;6;2630;Cto: 052/2016;I;N;N;;N;;SICOOB - DF;DF;2902;CONDOMINIO DO EDIFICIO CENTRO CORPORATIVO SICOOB;01/11/2016;17/12/2019;10810361;Leticia Azevedo Da Silva;;Limpeza;
1;6;2630;Cto: 052/2016;I;N;N;;N;;SICOOB - DF;DF;2902;CONDOMINIO DO EDIFICIO CENTRO CORPORATIVO SICOOB;01/11/2016;17/12/2019;10810361;Leticia Azevedo Da Silva;;Limpeza;
1;6;2430;Cto: 28/2016;I;N;S;;N;;FUB - FUNDAÇÃO UNVERSIDADE DE BRASILIA;DF;2809;FUB - FUNDAÇÃO UNVERSIDADE DE BRASILIA;18/04/2016;18/04/2021;10821001;Jessica Menendez;PRE nº 006/2016;Mão de Obra;22584,98
1;6;3295;Cto: 2018.7421.0583;A;N;S;N;N;;BANCO DO BRASIL DF;DF;1253;BANCO DO BRASIL S.A;29/05/2018;29/11/2021;10804004;Liana Souza;;Limpeza;142660,09
1;6;2849;Cto: 065/2016;A;N;N;S;N;;PEPSICO DO BRASIL DF;SP;1670;PEPSICO DO BRASIL LTDA;19/04/2017;24/01/2023;10810363;Aline Leva De Freitas;;Limpeza;13194,12
1;6;3203;Cto: 015/2018;I;N;N;;N;;BV FINANCEIRA - DF;SP;1968;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;19/03/2018;31/07/2020;10810366;Karine Teixeira;;Limpeza;7628,93
1;6;3230;mar/15;I;N;S;;N;;MINISTÉRIO DO MEIO AMBIENTE MMA DF - REEMBOLSO;DF;1931;MINISTÉRIO DO MEIO AMBIENTE;01/02/2018;10/02/2019;10836002;Marcos Douglas Correa;PE 07.2014;;
1;6;3155;201.874.210.253;I;N;S;;N;;BANCO DO BRASIL DF;DF;1253;BANCO DO BRASIL S.A;11/01/2018;10/07/2018;10804002;Liana Souza;emergencial;Limpeza;
1;6;3008;dez/17;I;N;S;;N;;MINISTERIO DA DEFESA;DF;2973;MINISTÉRIO DA DEFESA - DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA (DEADI);01/09/2017;31/08/2018;10829001;Ana Paula Trupel;set/17;Mão de Obra;
1;6;2958;Cto: 044/17;A;N;N;;N;;CONFEDERAÇÃO NACIONAL DE AUDITORIA COOPERATIVA CNAC;SP;1728;CONFEDERAÇÃO NACIONAL DE AUDITORIA COOPERATIVA - CNAC;26/06/2017;25/06/2022;10810365;Monique Gomes Alves;;Limpeza;2902,74
1;6;3944;Cto: 040/2019;A;N;N;N;N;;ONCOPROD - DF;DF;2128;HOSP-LOG COMÉRCIO DE PRODUTOS HOSPITALARES LTDA.;19/08/2019;18/08/2024;10810373;Leticia Azevedo Da Silva;;Limpeza;4166,67
1;6;3401;Cto: 04/2018;I;N;S;;N;;FUNDACENTRO DF DIARIAS;SP;2713;FUNDACENTRO - FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEGURANÇA E MEDICINA DO TRABALHO;12/05/2015;31/10/2019;10817001;Guidali Siqueira;set/15;Mão de Obra;78,08
1;6;3173;005/SG/MPDFT/2018;A;N;S;;N;;MPDFT - MINISTÉRIO PÚBLICO DO DISTRITO FEDERAL E TERRITÓRIOS;DF;3005;MINISTÉRIO PÚBLICO DO DISTRITO FEDERAL E TERRITÓRIOS;01/02/2018;31/01/2022;10831001;Jessica Menendez;20/2017;Mão de Obra;40843,56
1;6;2976;201.774.215.669;I;N;S;;N;;BANCO DO BRASIL DF;DF;1253;BANCO DO BRASIL S.A;14/07/2017;10/01/2018;10804002;Liana Souza;EMERGENCIAL;Limpeza;
1;6;2554;02.0014.00/2016;I;N;S;;N;;MCTIC - MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;DF;2861;MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES - MCTIC;11/08/2016;20/02/2019;10822001;Marcos Douglas Correa;jun/16;Limpeza Jardinagem;
1;6;2554;02.0014.00/2016;I;N;S;;N;;MCTIC - MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;DF;2861;MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES - MCTIC;11/08/2016;20/02/2019;10822001;Marcos Douglas Correa;jun/16;Limpeza Jardinagem;
1;6;2480;Cto: 31/2016;A;N;S;;N;;TRIBUNAL SUPERIOR ELEITORAL - DF;DF;2528;TRIBUNAL SUPERIOR ELEITORAL - DF;10/06/2016;07/06/2022;10818003;Fernanda Maria Francisco;24/2016;Mão de Obra;25048,64
1;6;3306;Cto: 041/2018;A;N;N;N;N;;ALLCARE - DF;SP;1978;ALLCARE ADMINISTRADORA DE BENEFICIOS SÃO PAULO LTDA;02/05/2018;01/04/2023;10810367;Karine Teixeira;;Limpeza;3884,6
1;6;3384;Cto: 066/2018;A;N;N;;N;;MOVIDA RENT A CAR - DF;SP;2780;MOVIDA LOCACAO DE VEICULOS S.A.;01/06/2018;31/05/2023;10810368;Karine Teixeira;;Limpeza;4552
1;6;3506;Cto: 094/2018;A;N;N;S;;;PERNAMBUCANAS - DF;SP;2045;ARTHUR LUNDGREN TECIDOS S.A - CASAS PERNAMBUCANAS;01/10/2018;30/09/2023;10810369;Aline Leva De Freitas;;Limpeza;51500,79
1;6;2596;Cto: 16/2016;A;N;S;;N;;CADE - CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;DF;2884;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA - CADE;03/10/2016;03/10/2021;10823001;Jessica Menendez;ago/16;Mão de Obra;15950
1;6;3035;Cto: 56/2017;A;N;S;;N;;STJ - SUPERIOR TRIBUNAL DE JUSTIÇA;DF;2978;SUPERIOR TRIBUNAL DE JUSTIÇA - STJ;02/10/2017;01/10/2022;10830001;Jessica Menendez;58/2017;Mão de Obra;147996,57
1;6;2670;Cto: 34/2016;A;N;S;S;N;;GAP-DF - CENIPA;DF;2912;GRUPAMENTO DE APOIO DO DISTRITO FEDERAL;01/12/2016;30/11/2021;10824001;Jessica Menendez;PRE 66/2016;Limpeza;63726,4
1;6;3627;Cto: 117/2018;A;N;N;N;;;CB INTERMEDIAÇÃO DE NEGÓCIOS - DISTRITO FEDERAL;SP;1499;CB INTERMEDIAÇÃO DE NEGÓCIOS LTDA;12/12/2018;05/12/2021;10810371;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;8849,98
1;6;3651;Cto: 1023/18;A;N;S;;N;;FUNARTE/DF - PE 12/2018 - LIMPEZA;RJ;3039;FUNDAÇÃO NACIONAL DE ARTES – FUNARTE;26/12/2018;25/12/2021;10833001;Guidali Siqueira;PE 12/2018;Limpeza;26548,69
1;6;3708;Cto: 005/2019;A;N;S;;N;;AGU DF;DF;999;ADVOCACIA GERAL DA UNIÃO EM BRASÍLIA DF;06/02/2019;06/02/2022;10827001;Jessica Menendez;PE 45/2018;Limpeza;257358
1;6;5170;Cto: 004/2020;A;N;S;;;;SECRETARIA PROTEÇÃO ORDEM URBANISTICA DF;DF;3818;SECRETARIA DE ESTADO DE FAZENDA DO DISTRITO FEDERAL;24/10/2020;23/10/2021;10841001;Liana Souza;;Mão de Obra;507032,16
1;6;5170;Cto: 004/2020;A;N;S;;;;SECRETARIA PROTEÇÃO ORDEM URBANISTICA DF;DF;3818;SECRETARIA DE ESTADO DE FAZENDA DO DISTRITO FEDERAL;24/10/2020;23/10/2021;10841001;Liana Souza;;Mão de Obra;507032,16
1;6;3548;Cto: 047/2018;I;N;N;;;;SHOULDER - DF;SC;1979;SHOULDER INDUSTRIA E COMERCIO DE CONFECÇÕES LTDA;04/10/2018;06/11/2019;10810370;Karine Teixeira;;Limpeza;
1;6;3931;Cto: 040/2019;A;N;N;N;N;;DIST DE MEDIC SANTA CRUZ - DF;SC;2733;DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA;19/08/2019;18/08/2024;10810374;Leticia Azevedo Da Silva;;Limpeza;4166,7
1;6;3594;Cto: 13/2018;A;N;S;;;;TCDF - TRIBUNAL DE CONTAS DO DISTRITO FEDERAL;DF;3833;TCDF - TRIBUNAL DE CONTAS DO DISTRITO FEDERAL;03/12/2018;02/12/2021;10832001;Jessica Menendez;16/2018;Telefonia;12668
1;6;3985;Cto: 3524;A;N;N;N;;;GRUPO BOTICÁRIO - DISTRITO FEDERAL;RJ;2041;INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA;02/09/2019;28/01/2022;10810375;Priscila Carolina Campos;;Limpeza;12440
1;6;4005;Cto: 25/2019;A;N;S;S;;;CONAB - DF;DF;3839;COMPANHIA NACIONAL DE ABASTECIMENTO;01/10/2019;30/09/2024;10838001;Fernanda Maria Francisco;PE 09/2019;Limpeza Mão de Obra Copa Recepção Jardinagem;173778,21
1;6;4019;Cto: 8000010809;A;N;S;N;N;;FURNAS CENTRAIS ELÉTRICAS S.A;RJ;1279;FURNAS CENTRAIS ELÉTRICAS S.A';13/09/2019;13/10/2021;10839001;Jessica Menendez;PE.CSAQ.A.0024.2019;Limpeza;24382,21
1;6;4064;CTO: CTO 31/2019;A;N;S;;;;QUARTEL-GENERAL DO EXÉRCITO (QGEX) - OP CALDEIRA;DF;22998;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXÉRCITO;08/11/2019;07/11/2021;10837002;Fernanda Maria Francisco;PE 09/2019;Mão de Obra;11374,98
1;6;3955;Cto: 23/2019;A;N;S;S;S;1;QUARTEL-GENERAL DO EXÉRCITO (QGEX);DF;22998;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXÉRCITO;16/09/2019;15/09/2021;10837001;Fernanda Maria Francisco;PE 02/2019;Limpeza;833470,34
1;6;3917;Cto: 040/2019;A;N;N;N;N;;PANPHARMA DF;MT;1943;PANPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA;19/08/2019;18/08/2024;10810372;Leticia Azevedo Da Silva;;Limpeza;4166,66
1;6;4027;Cto: 066/2019;A;N;N;N;N;;EUDORA DISTRITO FEDERAL;MA;2153;INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA;14/10/2019;24/03/2022;10810376;Priscila Carolina Campos;;Limpeza;9723,29
1;6;4726;Cto: 28/2018;A;N;S;N;;;DEFENSORIA PÚBLICA - Brasília;RS;135;DEFENSORIA PUBLICA DO ESTADO DO RS;04/06/2018;03/06/2022;10840001;Daniel Butemberg Montenegro;pe 38/2017;Limpeza;4902,95
1;6;5033;Cto: 022/2015;A;N;N;N;;;VIA VAREJO S/A CASAS BAHIA DF;SP;1636;VIA VAREJO S/A;02/07/2020;16/12/2021;10810378;Vanessa Maurer Martini Rodel Souza;;Limpeza;596
1;6;5034;Cto: 019/2016;I;N;N;N;;;VIA VAREJO - PONTO FRIO DF SERV EXTRA;RS;1663;VIA VAREJO - PONTO FRIO;05/07/2020;05/07/2020;10810379;Vanessa Maurer Martini Rodel Souza;;Limpeza;564
1;6;5218;Cto: 169/2020;A;N;S;S;;;TRT/DF - CTO 169/2020 - CERIMONIALISTA;DF;685;TRIBUNAL REGIONAL DO TRABALHO DA DÉCIMA REGIÃO;09/11/2020;09/05/2022;10803002;Jessica Menendez;PE 52/2019;Mão de Obra;11696
1;6;5698;Cto: 9/2021;A;N;S;N;;;TSE/DF - CTO 9/2021 - OPERADOR DE PABX;DF;2528;TRIBUNAL SUPERIOR ELEITORAL - DF;19/05/2021;19/05/2022;10818004;Guidali Siqueira;PE 03/2021;Telefonia;25908,3
1;6;5454;Cto: 043011/2021;A;N;S;;;;SEMOB - SECRETARIA DE ESTADO TRASNPORTE E MOBILIDADE DF;DF;3341;SECRETARIA DE ESTADO DE TRANSPORTE E MOBILIDADE DO DISTRITO FEDERAL;12/03/2021;11/03/2022;10843001;Liana Souza;PE 064/2020;Mão de Obra;97790,36
1;6;5756;Cto: 016/2021;A;N;N;;;;DROGASIL DF;SP;1615;RAIA DROGASIL S.A.;02/06/2021;02/06/2024;10810382;Vanessa Maurer Martini Rodel Souza;;Limpeza;189156,5
1;6;5756;Cto: 016/2021;A;N;N;;;;DROGASIL DF;SP;1615;RAIA DROGASIL S.A.;02/06/2021;02/06/2024;10810382;Vanessa Maurer Martini Rodel Souza;;Limpeza;189156,5
1;6;5342;Cto: 135/2020;A;N;S;S;;;ANATEL DF - MOTORISTA;DF;3081;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES – ANATEL;25/12/2020;24/08/2022;10842001;Guidali Siqueira;PR 21/2020;Condução de Veículos;14203,51
1;6;5250;Cto:;A;N;N;;;;R&C FRANCHISING INTERMEDIAÇÕES DF;DF;2487;R&C FRANCHISING INTERMEDIAÇÕES LTDA;05/11/2020;04/11/2021;10810380;Janaina Tamiozzo Kommers Stuque Bastos;;Limpeza;6800
1;6;4936;Cto: 006/2012-SC;A;N;N;N;N;;BANCO BMG - DISTRITO FEDERAL;MG;1533;BANCO BMG S.A.;01/06/2020;31/05/2025;10810377;Leticia Azevedo Da Silva;;Limpeza;4108,5
1;11;131;054/2007;I;N;S;;N;;CDV - VITÓRIA;ES;638;COMPANHIA DE DESENVOLVIMENTO DE VITORIA;02/10/2007;29/09/2012;10911001;;;Limpeza;
1;11;237;PREGÃO N° 74/2008;I;N;S;;N;;TRE ES;ES;939;TRIBUNAL REGIONAL ELEITORAL NO ESPÍRITO SANTO;03/12/2008;02/12/2010;10907001;;;Limpeza;
1;11;686;16/2010;I;N;S;;N;;JF Espirito Santo - Mensageiro - Vitória/ES;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;05/03/2010;31/10/2015;10906002;Caroline Muhlmann;;Mão de Obra;
1;11;688;19/2010;I;N;S;;N;;JF Espirito Santo - Cachoeiro do Itapemirim/ES;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;05/03/2010;31/10/2015;10906003;Fernanda Maria Francisco;;Limpeza Mão de Obra;10
1;11;690;21/2010;I;N;S;;N;;JF Espirito Santo - Colatina/ES;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;05/03/2010;31/10/2015;10906006;Caroline Muhlmann;;Limpeza Mão de Obra;1
1;11;689;20/2010;I;N;S;;N;;JF Espirito Santo - São Matheus/ES;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;05/03/2010;31/10/2015;10906004;Caroline Muhlmann;;Limpeza Mão de Obra;
1;11;691;22/2010;I;N;S;;N;;JF Espirito Santo - Linhares/ES;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;05/03/2010;31/10/2015;10906005;Caroline Muhlmann;;Limpeza Mão de Obra;1
1;11;310;326/2006;I;N;S;;N;;JF ESPIRITO SANTO;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;15/03/2007;28/02/2010;10906001;;;Limpeza;
1;11;341;PREGÃO 006/2009;I;N;S;;N;;TCE ES;ES;983;TRIBUNAL DE CONTAS DO ESTADO DO ESPIRITO SANTO;03/04/2009;02/04/2010;10919001;;;Limpeza;
1;11;714;27/2010;I;N;S;;N;;Tribunal de Justiça do Estado do Espírito Santo;ES;1798;PODER JUDICIÁRIO DO ESTADO DO ESPÍRITO SANTO;13/04/2010;11/07/2016;10908001;;PROCESSO TJ-283/10;Limpeza Mão de Obra Jardinagem;
1;11;826;PE 026.7051.2010;I;N;S;;N;;Caixa Econômica Federal ES;MG;1803;CEF BH;01/09/2010;03/11/2010;10905001;Fabiana Da Silva;;Mão de Obra Telefonia Copa Recepção;
1;11;894;894;I;N;N;;N;;RADIAL MINAS LOGISTICA S/A;ES;1410;RADIAL MINAS LOGISTICA S/A;01/11/2010;31/05/2012;10910386;;;Limpeza Conservação;1000,49
1;11;5117;Cto: 038/2020;A;N;N;;;;BANCO VOTORANTIM S.A - ES;SP;1969;BANCO VOTORANTIM S.A;01/08/2020;31/07/2025;10910372;Karine Teixeira;;Limpeza;6930,25
1;11;872;7051.01.3065.1/2010;I;N;S;;N;;Caixa Econômica Federal ES;MG;1803;CEF BH;01/12/2010;31/08/2013;10905002;;;Limpeza;
1;11;989;nov/11;I;N;S;;N;;JF Espirito Santo - Serra/ES;ES;582;JUSTICA FEDERAL DE 1° GRAU - SECAO JUDICIARIA DO ESPIRITO SANTO;14/02/2011;31/10/2015;10906007;Guidali Siqueira;;Limpeza Mão de Obra;1
1;11;1032;001/2011-ES;I;N;N;;N;;ASSOC. EDUC. MARTIM LUTERO;ES;1463;ASSOCIAÇÃO EDUCACIONAL MARTIM LUTERO - AEML;03/05/2011;30/06/2013;10910002;;;Limpeza Conservação;
1;11;1017;out/11;I;N;S;;N;;DPF - ES;ES;1500;DEPARTAMENTO DE POLÍCIA FEDERAL NO ESTADO DO ESPÍRITO SANTO;01/04/2011;23/11/2016;10916001;;mar/11;Limpeza;
1;11;1213;001/2012-ES;I;N;N;;N;;TINTAS IQUINE;ES;1526;TINTAS IQUINE LTDA;07/02/2012;30/04/2012;10910004;;;Mão de Obra;
